ID;LAT;LONG;ANO;LANCE;SECTOR;ESTRATO;PROFUNDIDAD;DURACION;KG
1082;39,82767;0,70083;2015;132;113;2;94;30;53,19200
1083;39,828333;0,703333;2016;137;113;2;95;30;62,98700
1084;39,8285;0,70333;2007;87;113;2;95;30;17,57300
1085;39,8286663;0,7014997;2018;130;113;2;95;30;22,45600
1086;39,8289996;0,7034997;2003;68;113;2;95;30;13,62100
1087;39,8295;0,70483;2013;106;113;2;94;30;28,00600
1088;39,829833;0,7044997;2014;125;113;2;94;30;35,04100
1089;39,829833;0,7059997;2011;87;113;2;94;30;13,43100
1090;39,829833;0,706333;2002;84;113;2;96;30;25,19400
1091;39,83083;0,70683;2008;87;113;2;95;30;16,69000
1092;39,8316663;0,709333;2018;124;113;2;95;30;57,82100
1093;39,8329996;0,7084997;2004;69;113;2;96;30;22,70300
1094;39,8334996;0,710333;2005;67;113;2;95;30;29,94200
1095;39,8346663;0,732333;2001;73;113;2;97;30;11,14200
1096;39,8349996;0,7121663;2000;57;113;2;98;30;23,91400
1097;39,8373329;0,7151663;1997;57;113;2;95;30;17,47300
1098;39,8391663;0,718333;2009;85;113;2;95;30;43,22300
1099;39,8428329;0,7246663;2010;63;113;2;90;30;24,34900
1100;39,8468329;0,7401663;1994;52;113;2;95;30;19,94200
1101;39,8479996;0,4349998;1998;83;113;2;97;30;12,72900
1102;39,8514996;0,736833;1996;94;113;2;91;30;12,10800
1103;39,8516663;0,7354997;1996;57;113;2;93;30;12,69300
1104;39,8629996;0,4543331;1995;61;113;2;98;30;17,08000
1105;39,8639996;0,4614998;1998;92;113;2;90;30;11,38500
1106;39,8683329;0,4681664;1995;62;113;2;89;30;14,42300
1107;39,8694996;0,4638331;1994;53;113;2;84;30;25,84800
1108;39,8704996;0,3081665;1999;106;113;2;90;30;7,07400
1109;39,8708329;0,3171665;2012;95;113;2;78;30;14,82100
1110;39,872;0,31383;2003;121;113;2;81;30;16,58900
1111;39,8725;0,31583;2018;121;113;2;79,75;30;39,36600
1112;39,8734996;0,3221665;2018;126;113;2;79;30;41,35000
1113;39,8739996;0,3254998;2009;80;113;2;81;30;13,80900
1114;39,8751663;0,3253332;2002;132;113;2;82;30;14,19200
1115;39,8758329;0,3258332;2005;109;113;2;82;30;9,56000
1116;39,8768329;0,3306665;2000;103;113;2;82;30;17,72000
1117;39,8774996;0,3326665;1999;107;113;2;83;30;38,10100
1118;39,8774996;0,3329998;2008;92;113;2;82;30;13,94400
1119;39,8775;0,33467;2013;99;113;2;83;30;34,22600
1120;39,878;0,33367;2017;131;113;2;81,5;30;29,81600
1121;39,8781663;0,3296665;2015;128;113;2;82;30;71,25700
1122;39,87833;0,33567;1996;98;113;2;83;30;14,97100
1123;39,8786663;0,3301665;2014;120;113;2;80;30;23,91200
1124;39,8789996;0,3401665;1998;93;113;2;83;30;18,88700
1125;39,87983;0,33983;1995;100;113;2;83;30;12,76500
1126;39,8799996;0,3458331;2016;133;113;2;83;30;23,50800
1127;39,8856663;0,4723331;1994;54;113;2;62;30;9,15800
1128;39,88633;0,46683;2012;96;113;2;85;30;17,08400
1129;39,8864996;0,4718331;2017;132;113;2;84,25;30;21,85500
1130;39,8865;0,46717;2013;104;113;2;85;30;14,67200
1131;39,88683;0,47133;2018;127;113;2;85;30;11,01200
1132;39,88967;0,47183;2015;129;113;2;85;30;9,49600
1133;39,8898329;0,4741664;2016;134;113;2;84;30;26,46300
1134;39,8898329;0,8859996;2009;81;113;2;85;30;10,04900
1135;39,89183;0,8835;1999;65;113;3;147;30;342,75600
1136;39,89217;0,88533;2017;136;113;3;137,5;30;44,74000
1137;39,8929996;0,8859996;2016;138;113;3;141;30;296,85300
1138;39,8931663;0,8908329;1995;60;113;3;142;30;21,02500
1139;39,8936663;0,8888329;1998;84;113;3;150;30;31,11300
1140;39,8938329;0,8881663;2000;58;113;3;146;30;19,92700
1141;39,8943329;0,8889996;2012;99;113;3;142;30;31,22600
1142;39,8946663;0,8889996;2003;69;113;3;144;30;79,30200
1143;39,8954996;0,8901663;2013;107;113;3;141;30;87,17600
1144;39,8954996;0,8934996;2008;88;113;3;143;30;254,23100
1145;39,89567;0,88933;1996;56;113;3;144;30;206,29000
1146;39,89567;0,88983;2014;126;113;3;140;30;49,12300
1147;39,8969996;0,8921663;2015;133;113;3;141;30;128,40600
1148;39,8973329;0,8944996;2002;85;113;3;143;30;37,66900
1149;39,8976663;0,4794998;2001;74;113;3;147;30;25,61000
1150;39,89817;0,89367;2006;122;113;2;79;30;17,66100
1151;39,89833;0,48033;2018;131;113;3;142,5;30;21,91900
1152;39,8986663;0,8984996;2014;124;113;2;83;30;13,58800
1153;39,8988329;0,8946663;1994;51;113;3;152;30;52,07800
1154;39,8989996;0,8974996;2011;88;113;3;142;30;31,06900
1155;39,8993329;0,4774998;2004;70;113;3;147;30;447,69900
1156;39,89967;0,89567;2002;131;113;2;84;30;20,74600
1157;39,8999996;0,8959996;2018;125;113;3;143,75;30;68,59200
1158;39,9001663;0,8956663;2005;68;113;3;142;30;503,01500
1159;39,9009996;0,4808331;2007;88;113;3;142;30;43,70500
1160;39,9009996;0,4819998;2000;102;113;2;84;30;17,47800
1161;39,9011663;0,8983329;2008;91;113;2;84;30;7,33000
1162;39,9014996;0,4804998;1997;58;113;3;146;30;53,54300
1163;39,9018329;0,8981663;2003;120;113;2;84;30;11,74500
1164;39,9021663;0,8988329;2009;84;113;3;143;30;24,69500
1165;39,90583;0,13933;2006;120;113;3;137;30;119,11600
1166;39,90833;0,138;2018;120;113;1;47,25;30;34,34700
1167;39,90833;0,14067;2016;132;113;1;46;30;79,06500
1168;39,90917;0,14067;2018;125;113;1;47,5;30;28,87700
1169;39,91017;0,14;2015;127;113;1;46;30;24,57600
1170;39,9116663;0,1411666;2014;121;113;1;46;30;46,02700
1171;39,9116663;0,1416666;2013;100;113;1;46;30;23,19600
1172;39,91167;0,14;2011;84;113;1;46;30;20,91400
1173;39,9166663;0,4809998;2017;130;113;1;45,75;30;32,64400
1174;39,9188329;0,1289999;2011;86;113;2;83;30;13,09600
1175;39,9244996;0,1461666;2003;65;113;1;42;30;227,25100
1176;39,9271662;0,1473332;2005;110;113;1;46;30;63,50400
1177;39,9311662;0,1406666;2012;94;113;1;45;30;16,74700
1178;39,9339996;0,1438332;1994;55;113;1;43;30;15,57700
1179;39,9461662;0,1503332;1999;108;113;1;43;30;14,89100
1180;39,9463329;0,1506666;1995;101;113;1;43;30;29,15500
1181;39,9473329;0,1541666;1997;93;113;1;43;30;9,33000
1182;39,9546662;0,0848332;1998;94;113;1;44;30;28,07400
1183;39,9636662;0,906666;2003;66;113;1;30;30;24,26900
1184;39,9701662;0,0893332;1997;94;113;1;29;30;10,74600
1185;39,9736662;0,3376665;1994;56;113;1;28;30;36,89100
1186;39,9749996;0,3391665;2013;103;113;2;64;30;207,23100
1187;39,9771662;0,3409998;2001;116;113;2;65;30;74,07200
1188;40;0,8694996;2012;93;113;2;62;30;172,32900
1189;40,0094999;0,8741663;2012;100;113;2;92;30;22,34800
1190;40,0101666;0,8723329;2000;59;113;2;93;30;25,46800
1191;40,0103333;0,8736663;2002;86;113;2;93;30;18,69800
1192;40,01067;0,86817;1999;66;113;2;92;30;7,18600
1193;40,01067;0,87067;2017;137;113;2;91,75;30;12,42700
1194;40,01117;0,87033;2018;132;113;2;92,25;30;132,55100
1195;40,01117;0,87133;2014;127;113;2;92;30;31,00300
1196;40,0116666;0,8734996;2016;139;113;2;92;30;68,53700
1197;40,0119999;0,8716663;2003;70;113;2;92;30;7,94000
1198;40,012;0,54133;2013;108;113;2;92;30;32,06300
1199;40,0123333;0,8713329;2015;130;113;2;77;30;17,86200
1200;40,01333;0,8725;2008;89;113;2;93;30;14,45900
1201;40,0134999;0,8793329;2018;126;113;2;91,75;30;27,41600
1202;40,0141666;0,8738329;1997;59;113;2;92;30;1,90700
1203;40,0143333;0,5589997;2011;89;113;2;90;30;12,40300
1204;40,0148333;0,5583331;2000;101;113;2;68;30;22,18800
1205;40,0151666;0,8773329;2012;97;113;2;73;30;15,68500
1206;40,0159999;0,8803329;1998;85;113;2;91;30;19,28400
1207;40,0163333;0,5553331;2001;75;113;2;91;30;32,55600
1208;40,0168333;0,8749996;1999;105;113;2;76;30;17,90500
1209;40,0171666;0,8721663;2007;89;113;2;90;30;19,56500
1210;40,0176666;0,5603331;2004;71;113;2;92;30;16,60900
1211;40,0178333;0,8769996;2013;105;113;2;74;30;22,62900
1212;40,019;0,54667;2005;69;113;2;90;30;26,11100
1213;40,0191666;0,5609997;2017;133;113;2;77,75;30;10,51400
1214;40,02017;0,562;2009;82;113;2;75;30;17,75900
1215;40,02033;0,55083;2018;128;113;2;74,5;30;8,18800
1216;40,0206666;0,8783329;2016;135;113;2;78;30;25,70100
1217;40,0208333;0,5583331;2009;83;113;2;92;30;24,32600
1218;40,0214999;0,8884996;1998;91;113;2;79;30;30,46300
1219;40,0248333;0,5629997;1996;58;113;2;88;30;8,49700
1220;40,02633;0,9725;1995;63;113;2;79;30;15,42000
1221;40,0268333;0,5656664;2017;138;113;3;105,75;30;28,48100
1222;40,02933;0,97517;2002;130;113;2;78;30;26,48500
1223;40,0294999;0,9754996;2014;128;113;3;105;30;49,91700
1224;40,0304999;0,5681664;2012;101;113;3;105;30;20,87100
1225;40,03083;0,56717;2011;85;113;2;77;30;16,39200
1226;40,03083;0,56817;2014;123;113;2;76;30;16,53800
1227;40,03083;0,97317;2018;123;113;2;75,25;30;10,75200
1228;40,0314999;0,5684997;2016;140;113;3;105;30;77,29000
1229;40,0314999;0,9778329;2006;121;113;2;72;30;19,62600
1230;40,0321666;0,5691664;2013;109;113;3;107;30;86,17100
1231;40,03267;0,9795;2008;90;113;2;77;30;10,57900
1232;40,0328333;0,5171664;2018;133;113;3;107;30;46,62200
1233;40,0331666;0,8898329;2005;108;113;2;72;30;28,38400
1234;40,0333333;0,9804996;2010;62;113;2;87;30;49,02900
1235;40,0348333;0,9843329;1995;67;113;3;115;30;14,87400
1236;40,0351666;0,9823329;1996;59;113;3;106;30;15,68600
1237;40,0353333;0,9831662;2007;90;113;3;109;30;11,38800
1238;40,03633;0,9835;2001;76;113;3;110;30;16,92200
1239;40,0366666;0,9916662;2018;127;113;3;107;30;65,30700
1240;40,0371666;0,9788329;2002;87;113;3;118;30;10,09800
1241;40,0373333;0,9944996;1998;86;113;3;108;30;18,29600
1242;40,0383333;0,9941662;2003;71;113;3;125;30;20,03100
1243;40,0391666;0,9781662;2005;70;113;3;118;30;541,99100
1244;40,0399999;0,9868329;2004;72;113;3;116;30;19,52500
1245;40,0418333;0,9083329;2006;119;113;3;105;30;36,65400
1246;40,0461666;0,9776662;1995;66;113;2;90;30;22,82300
1247;40,0503333;0,5876664;1999;67;113;3;105;30;11,14700
1248;40,0531666;0,9789996;2003;119;113;2;75;30;0,85700
1249;40,0546666;0,9988329;2000;60;113;3;104;30;19,82600
1250;40,0856666;0,2634998;1997;60;113;3;110;30;35,46400
1251;40,0873332;0,2659998;2003;67;113;1;42;30;13,72300
1252;40,0878332;0,2679998;2001;114;113;1;42;30;48,13600
1253;40,0889999;0,2673332;2002;128;113;1;42;30;11,04400
1254;40,0894999;0,2673332;2000;99;113;1;42;30;14,92300
1255;40,0929999;0,3341665;1999;103;113;1;42;30;6,98900
1256;40,0929999;0,3359998;2001;115;113;2;52;30;14,56100
1257;40,0943332;0,2733332;2000;100;113;1;46;30;12,44900
1258;40,0954999;0,2741665;1998;89;113;1;42;30;9,11100
1259;40,0954999;0,8898329;1995;99;113;1;42;30;9,92000
1260;40,0964999;0,3354998;1995;65;113;2;85;30;19,84700
1261;40,0964999;0,9376662;2002;129;113;2;51;30;8,99900
1262;40,09667;0,93633;2012;102;113;2;95;30;23,98900
1263;40,0968332;0,9359996;2014;129;113;2;93;30;49,40100
1264;40,0971666;0,3396665;2013;110;113;2;94;30;57,18800
1265;40,0973332;0,9338329;2005;107;113;2;52;30;33,66400
1266;40,0979999;0,2764998;2007;91;113;2;93;30;10,52800
1267;40,0979999;0,9294996;2012;91;113;1;42;30;22,85800
1268;40,0979999;0,9303329;2005;71;113;2;91;30;21,73200
1269;40,0981666;0,9296662;2004;73;113;2;91;30;20,84000
1270;40,0983332;0,9369996;2002;88;113;2;91;30;16,71500
1271;40,0984999;0,9211662;1999;68;113;2;96;30;15,11400
1272;40,0991666;0,9371662;1996;60;113;2;90;30;9,32300
1273;40,0996666;0,9254996;2001;77;113;2;95;30;18,69700
1274;40,1001666;0,9361662;2000;61;113;2;91;30;18,18800
1275;40,1003332;0,9343329;1997;61;113;2;94;30;19,31900
1276;40,1013332;0,2799998;1998;87;113;2;92;30;20,37200
1277;40,10267;0,279;2013;101;113;1;41;20;17,17500
1278;40,1073332;1,1334999;2014;122;113;1;40;30;28,13200
1279;40,1078332;0,3476665;2003;72;113;3;175;30;111,45800
1280;40,1111666;0,2921665;2012;92;113;2;51;30;21,90800
1281;40,1129999;0,3516665;1996;97;113;1;43;30;29,95500
1282;40,11333;0,291;2013;102;113;2;51;30;30,24000
1283;40,1138332;0,2951665;2017;134;113;1;41;30;15,21900
1284;40,1146666;0,2938332;2004;114;113;1;43;30;9,52000
1285;40,11483;0,29167;2005;106;113;1;42;30;68,31300
1286;40,11483;0,29217;2018;129;113;1;41;20;22,33900
1287;40,11533;0,291;2016;136;113;1;42;30;14,62600
1288;40,1174999;0,3484998;2015;131;113;1;40;30;30,90100
1289;40,1178332;0,3469998;1995;98;113;2;51;30;11,40100
1290;40,1183332;0,3466665;1999;104;113;2;52;30;10,29200
1291;40,1189999;0,3476665;1996;96;113;2;51;30;54,07600
1292;40,1598332;0,7444997;1998;90;113;2;50;30;7,80400
1293;40,1604999;0,7454997;1996;61;113;2;82;30;12,54100
1294;40,1611666;0,736333;1995;64;113;2;82;30;14,46700
1295;40,1623332;0,7361663;1999;69;113;2;81;30;8,99000
1296;40,164;0,73817;2000;62;113;2;81;30;13,41600
1297;40,16433;0,738;2018;134;113;2;80;30;28,36900
1298;40,16483;0,73883;2018;128;113;2;80;30;8,43800
1299;40,16517;0,73617;2015;136;113;2;79;30;34,41400
1300;40,16633;0,73717;2014;130;113;2;79;30;12,46000
1301;40,16683;0,73717;2017;139;113;2;79,75;30;19,40000
1302;40,1694999;0,7346663;2016;141;113;2;80;30;31,13600
1303;40,1713332;0,7344997;2007;92;113;2;79;30;13,32800
1304;40,1714999;0,7341663;2004;74;113;2;79;30;9,20700
1305;40,1726665;0,7509996;2005;72;113;2;79;30;24,25600
1306;40,1813332;0,7576663;1998;88;113;2;81;30;15,23200
1307;40,1851665;0,7599996;2006;118;113;2;74;30;16,93700
1308;40,1854999;0,7336663;1997;62;113;2;80;30;20,88500
1309;40,1881665;0,7339997;2010;61;113;2;73;30;22,64700
1310;40,1886665;0,7651663;2003;118;113;2;77;30;23,13800
1311;40,1909999;0,768333;2002;89;113;2;80;30;9,11700
1312;40,2069999;0,4889998;2001;78;113;2;80;30;12,31400
1313;40,2871665;0,6224997;2000;96;113;2;75;30;27,49100
1314;40,2886665;0,6219997;2000;97;113;2;63;30;23,60200
1315;40,2916665;1,2644998;2001;112;113;2;63;30;24,98400
1316;40,2928332;1,2626665;2000;63;113;3;137;30;28,78100
1317;40,29317;1,26133;2004;75;113;3;135;30;276,60900
1318;40,2933332;1,1159999;2017;145;113;3;133,75;30;47,96500
1319;40,2936665;1,2629998;2013;114;113;2;95;30;32,55000
1320;40,2946665;0,6266664;2013;115;113;3;134;30;187,87500
1321;40,29483;1,26367;1999;101;113;2;63;30;10,19900
1322;40,2948332;1,2634998;2018;134;113;3;136,5;30;55,64100
1323;40,2954998;0,6244997;2012;107;113;3;134;30;36,26900
1324;40,296;1,26183;2005;104;113;2;63;30;15,08600
1325;40,2961665;1,1178332;2015;142;113;3;132;30;387,72200
1326;40,2965;1,26433;2012;106;112;2;95;30;15,38800
1327;40,2966665;0,624333;2018;140;113;3;135,25;30;43,54600
1328;40,2979998;0,6226664;2002;126;113;2;62;30;32,26700
1329;40,2979998;1,1193332;1997;91;113;2;56;30;36,23200
1330;40,2985;1,2625;2008;96;113;2;96;30;6,65400
1331;40,2988332;1,2644998;2014;136;113;3;132;30;75,07400
1332;40,2996665;1,1206666;2008;97;113;3;135;30;12,45900
1333;40,2998332;1,1203332;2003;74;113;2;96;30;14,69600
1334;40,3001665;1,1224999;2005;74;113;2;96;30;22,62400
1335;40,30017;0,61567;1999;71;113;2;97;30;11,00600
1336;40,3006665;0,6211664;2014;132;113;2;60;30;19,40500
1337;40,3008332;0,6199997;1996;92;113;2;62;30;13,88300
1338;40,3009998;1,1226666;2013;112;113;2;60;30;13,98900
1339;40,3018332;1,1203332;2002;91;113;2;96;30;15,87700
1340;40,3018332;1,1234999;2004;76;113;2;95;30;15,73300
1341;40,3018332;1,2656665;2001;80;113;2;97;30;14,66400
1342;40,30283;0,612;2002;90;113;3;134;30;44,79900
1343;40,3045;0,61217;2015;138;113;2;59;30;22,48000
1344;40,3045;1,122;2018;130;113;2;59,75;30;9,34700
1345;40,30483;1,12267;2014;135;113;2;94;30;27,58800
1346;40,30567;0,60933;2015;141;113;2;94;30;52,37300
1347;40,3064998;1,1234999;2016;143;113;2;60;30;40,18500
1348;40,3066665;1,1238332;2009;87;113;2;95;30;15,75200
1349;40,3068332;1,2663332;1994;58;113;2;95;30;46,62100
1350;40,30717;0,60933;2009;86;113;3;135;30;59,24800
1351;40,3076665;1,1266666;2017;141;113;2;59,25;30;45,07700
1352;40,3076665;1,2668332;1996;89;113;2;97;30;14,93900
1353;40,30767;0,60767;2005;73;113;3;135;30;548,29000
1354;40,3079998;1,2663332;2018;136;113;2;59;30;114,65400
1355;40,3085;1,12467;2001;79;113;3;135;30;32,92800
1356;40,30867;1,12283;2018;133;113;2;95;30;11,46200
1357;40,3088332;0,611833;2016;146;113;2;94;30;53,36000
1358;40,3099998;1,2684998;1998;81;113;2;60;30;36,11700
1359;40,3101665;1,2683332;2003;73;113;3;137;30;50,86600
1360;40,31017;1,126;1998;77;113;3;138;30;89,57700
1361;40,3103332;1,2661665;2018;139;113;2;95,5;30;38,20500
1362;40,31067;1,12333;1999;70;113;3;134;30;37,49800
1363;40,3108332;1,1296666;2017;144;113;2;95,25;30;10,29500
1364;40,3113332;1,1271666;1997;87;113;2;96;30;18,99400
1365;40,3126665;1,1244999;1995;68;113;2;90;30;20,37400
1366;40,3144998;1,2663332;2000;64;113;2;95;30;17,67300
1367;40,3158332;0,6061664;1994;57;113;3;130;30;65,80400
1368;40,3181665;0,6066664;1995;97;113;2;58;30;13,46700
1369;40,3189998;0,9509996;2004;113;113;2;58;30;24,51300
1370;40,3195;0,95083;2012;105;113;2;87;30;16,48000
1371;40,3195;0,952;2017;143;113;2;87;30;78,41200
1372;40,3201665;0,9526662;2015;140;113;2;87;30;45,13300
1373;40,3205;0,9545;2008;95;113;2;88;30;16,49200
1374;40,3208332;0,6004997;2018;132;113;2;87;30;28,14500
1375;40,321;0,95517;2003;117;113;2;56;30;119,58600
1376;40,3215;0,95467;2018;138;113;2;88;30;26,96100
1377;40,3236665;0,9579996;2016;145;113;2;87;30;28,44700
1378;40,3278332;0,9554996;2006;117;113;2;83;30;12,87800
1379;40,3284998;0,9628329;1994;59;113;2;87;30;27,70700
1380;40,3286665;0,9684996;2009;88;113;3;89;30;17,27000
1381;40,3311665;0,9623329;1999;99;113;2;90;30;9,44400
1382;40,3314998;1,1386666;1997;89;113;2;89;30;14,25300
1383;40,3343331;0,5213331;1998;78;113;2;97;30;11,10700
1384;40,3348331;0,9696662;1994;61;113;1;40;30;24,56400
1385;40,3379998;0,9688329;2000;95;113;2;89;30;19,62200
1386;40,3389998;0,7851663;2002;124;113;2;88;30;8,99700
1387;40,3446665;0,5244997;1994;60;113;2;73;30;24,23400
1388;40,3463331;0,7914996;2001;113;113;1;39;30;8,85500
1389;40,3463331;0,817333;2012;104;113;2;72;30;21,46900
1390;40,3466665;0,7921663;2001;111;113;2;75;30;13,55600
1391;40,3476665;0,7934996;2008;94;113;2;73;30;18,65000
1392;40,3494998;0,5209997;2013;113;113;2;72;30;25,60100
1393;40,34967;0,52717;1994;62;113;1;32;30;25,04800
1394;40,34983;0,52883;2015;137;113;1;37;30;17,48800
1395;40,3504998;0,5291664;2018;129;113;1;37,75;30;24,52500
1396;40,3504998;0,5298331;2012;103;113;1;38;30;17,44500
1397;40,35067;0,53033;2013;111;113;1;38;30;10,64600
1398;40,35083;0,52983;2016;142;113;1;38;30;26,32300
1399;40,3511665;0,5303331;2014;131;113;1;37;30;19,35400
1400;40,35117;0,53033;2008;93;113;1;38;30;20,71300
1401;40,35167;0,5305;2017;140;113;1;37,5;30;42,35100
1402;40,35217;0,7895;2018;135;113;1;37,75;30;35,86900
1403;40,353;0,78983;2016;144;113;2;73;30;46,69700
1404;40,353;0,792;2018;131;113;2;72;30;13,96800
1405;40,35317;0,79;2014;133;113;2;72;30;28,82600
1406;40,35317;0,79017;2018;137;113;2;72,25;30;80,51500
1407;40,3536665;0,7971663;2015;139;113;2;72;30;16,45000
1408;40,35517;0,7895;2002;125;113;2;73;30;13,24000
1409;40,3558331;0,8014996;2017;142;113;2;72;30;76,56800
1410;40,3563331;0,8054996;1998;80;113;2;74;30;33,02600
1411;40,3569998;0,806333;2009;89;113;2;62;30;21,98400
1412;40,3573331;0,8021663;2010;60;113;2;68;30;9,72300
1413;40,3584998;0,8071663;1997;90;113;2;73;30;18,98600
1414;40,3586665;0,8061663;1999;100;113;2;73;30;9,52000
1415;40,3586665;0,8336663;1996;91;113;2;74;30;14,85100
1416;40,3589998;0,808833;2006;116;113;2;70;30;35,44200
1417;40,3591665;0,8076663;2004;111;113;2;73;30;21,14800
1418;40,3609998;0,5353331;2005;103;113;2;73;30;44,20500
1419;40,3621665;0,5364997;1998;82;113;1;38;30;7,61000
1420;40,3624998;0,5361664;1997;92;113;1;36;30;60,35600
1421;40,3626665;0,5421664;1999;102;113;1;37;30;10,47700
1422;40,3629998;0,5399997;2005;105;113;1;37;30;30,05600
1423;40,3629998;0,5418331;2002;127;113;1;37;30;29,74500
1424;40,3638331;0,5374997;2009;90;113;1;37;30;21,86300
1425;40,3646665;0,5436664;1996;93;113;1;37;30;23,79700
1426;40,3648331;0,5429997;2004;112;113;1;37;30;68,99400
1427;40,3674998;0,5434997;2000;98;113;1;37;30;15,05100
1428;40,3771665;0,5354997;2003;116;113;1;36;30;42,92300
1429;40,4059998;1,0448333;1995;96;113;1;33;30;95,49800
1430;40,4113331;1,0431666;2004;77;113;2;88;30;7,53800
1431;40,4118331;1,0438333;2002;92;113;2;88;30;24,16400
1432;40,4121665;1,0448333;2001;81;113;2;88;30;8,84000
1433;40,4139998;1,0459999;2003;75;113;2;88;30;33,66800
1434;40,4143331;1,0458333;2007;96;113;2;88;30;32,99300
1435;40,4221664;1,0416666;2006;107;113;2;81;30;40,11100
1436;40,4256664;1,0456666;1999;72;113;2;87;30;16,75200
1437;40,4284998;1,0436666;1997;88;113;2;87;30;20,72900
1438;40,4343331;1,0554999;1996;90;113;2;87;30;10,49500
1439;40,4394998;1,0604999;2000;65;113;2;86;30;19,07700
1440;40,4461664;1,0646666;1998;79;113;2;87;30;11,41700
1441;40,5113331;0,9761662;1995;69;113;2;86;30;9,51600
1442;40,5138331;0,9656662;2010;58;113;2;70;30;31,93500
1443;40,5143331;0,9668329;2008;100;113;2;75;30;40,54500
1444;40,5148331;0,9614996;2002;93;113;2;75;30;9,20500
1445;40,5178331;0,9528329;2005;102;113;2;74;30;36,51200
1446;40,5179997;0,9518329;2009;92;113;2;73;30;31,73100
1447;40,5198331;0,9464996;2007;95;113;2;72;30;20,77500
1448;40,5231664;1,0059999;2006;106;113;2;67;30;35,52300
1449;40,52533;1,01067;2001;82;113;2;78;30;17,12600
1450;40,52633;1,01383;2016;149;113;2;77;30;87,97900
1451;40,5278331;1,0103333;2015;145;113;2;77;30;33,88000
1452;40,5279997;1,0113333;2009;93;113;2;77;30;51,25800
1453;40,5281664;1,0106666;2013;118;113;2;77;30;25,88500
1454;40,5285;1,01383;2004;78;113;2;78;30;24,51900
1455;40,5285;1,0145;2018;143;113;2;77,25;30;68,39000
1456;40,52883;1,014;2014;139;113;2;77;30;83,84900
1457;40,52917;1,015;2018;137;113;2;76,75;30;20,49600
1458;40,5306664;1,0139999;2017;148;113;2;76,75;30;51,05000
1459;40,5309997;1,0154999;2003;76;113;2;78;30;7,19800
1460;40,5311664;1,0158333;2006;108;113;2;72;30;40,15700
1461;40,5321664;1,0181666;2007;97;113;2;77;30;30,22800
1462;40,5359997;1,0238333;2011;91;113;2;77;30;39,95300
1463;40,54083;0,814;2008;99;113;2;79;30;33,73800
1464;40,5416664;0,8154996;2017;146;113;1;35,5;30;24,57900
1465;40,5418331;1,0351666;2013;116;113;1;36;30;31,72300
1466;40,54217;0,8115;2010;57;113;2;74;30;36,48800
1467;40,5425;0,81633;2015;143;113;1;34;30;18,23400
1468;40,54317;0,81583;2018;135;113;1;35,5;30;21,64600
1469;40,5441664;0,8224996;2016;147;113;1;36;30;29,99000
1470;40,54417;0,821;2011;90;113;1;36;30;19,36000
1471;40,5446664;0,821833;2014;137;113;1;35;30;18,65900
1472;40,54633;0,82717;2010;59;113;1;32;30;26,17700
1473;40,5476664;0,824833;2018;141;113;1;37;30;21,27800
1474;40,5518331;0,8374996;1999;98;113;1;36;30;12,78300
1475;40,5518331;0,8414996;2004;110;113;1;38;30;28,66200
1476;40,5524997;0,8348329;2005;101;113;1;39;30;18,39700
1477;40,5534997;0,8371663;2001;110;113;1;37;30;11,92700
1478;40,5536664;0,8454996;2000;94;113;1;37;30;6,63900
1479;40,5539997;0,8463329;2007;94;113;1;40;30;16,04100
1480;40,5561664;0,8501663;2006;105;113;1;34;30;32,91900
1481;40,584333;0,9208329;2002;123;113;1;39;30;60,72000
1482;40,5951664;0,9294996;2008;98;113;3;54;30;62,19400
1483;40,59517;0,93083;2009;91;113;2;55;30;17,78500
1484;40,597;0,93083;2015;144;113;1;54;30;19,92700
1485;40,59717;0,932;2017;147;113;2;54,5;30;12,09300
1486;40,59733;0,932;2018;136;113;2;55,5;30;8,52400
1487;40,598333;0,9309996;2014;138;113;2;54;30;10,97200
1488;40,5986664;0,9329996;2004;109;113;2;55;30;83,62300
1489;40,5995;0,93267;2013;117;113;2;55;30;16,79700
1490;40,59983;0,93383;2016;148;113;2;55;30;28,86500
1491;40,60233;1,10583;2018;142;113;2;55,25;30;90,41900
1492;40,6024997;0,9451662;2015;146;113;2;83;30;12,98900
1493;40,6029997;1,3848331;1999;97;113;2;60;30;13,23300
1494;40,603;1,1075;2006;73;113;4;320;49;97,13300
1495;40,6036664;1,1076666;2018;144;113;2;84,25;30;41,60700
1496;40,6041664;0,9363329;2013;119;113;2;83;30;26,91000
1497;40,60417;1,104;2001;109;113;2;56;30;28,13800
1498;40,60467;1,1075;2016;150;113;2;84;30;70,69100
1499;40,6051664;0,9403329;2018;138;113;2;84;30;26,47800
1500;40,6054997;0,9373329;2005;100;113;2;57;30;45,92500
1501;40,60567;1,1065;2000;93;113;2;56;30;42,01600
1502;40,6059997;1,1081666;2017;149;113;2;84;30;23,80000
1503;40,6061664;1,1074999;2003;77;113;2;85;30;12,89600
1504;40,60617;1,1075;2008;101;113;2;85;30;70,22300
1505;40,6064997;1,1066666;2014;140;113;2;83;25;118,52400
1506;40,6069997;1,1073332;2004;79;113;2;84;30;19,20700
1507;40,6079997;1,1079999;2009;94;113;2;83;30;18,90900
1508;40,608833;1,1076666;2005;75;113;2;84;30;82,32000
1509;40,609333;1,1078332;2007;98;113;2;84;30;34,35300
1510;40,6106664;1,1076666;2006;109;113;2;79;30;32,26900
