LONG	LAT
-0.9745068	37.5969105
-0.7909996	37.5333331
-0.7909996	37.5333331
-0.6621813545454543	37.62348499090909
-0.6621813545454543	37.62348499090909
-0.6510284666666665	37.71165316666666
-0.6510284666666665	37.71165316666666
-0.5847325000000002	37.71099914
-0.5847325000000002	37.71099914
-0.5306505299999998	37.72375084
-0.5306505299999998	37.72375084
-0.664333	37.749833
-0.664333	37.749833
-0.6248176000000002	37.79495450909091
-0.6248176000000002	37.79495450909091
-0.6308943909090908	37.80983251818181
-0.6308943909090908	37.80983251818181
-0.4986997400000001	37.98166623
-0.4986997400000001	37.98166623
-0.4752492722222222	37.92373117222222
-0.4752492722222222	37.92373117222222
-0.5119636111111109	37.95120282222222
-0.5119636111111109	37.95120282222222
-0.5805623000000001	37.9195623875
-0.5805623000000001	37.9195623875
-0.5738658000000002	37.93906564
-0.5738658000000002	37.93906564
-0.5760182333333334	38.00475915555555
-0.5760182333333334	38.00475915555555
-0.5757496999999999	38.0886666
-0.5757496999999999	38.0886666
-0.5404997000000001	38.1344999
-0.5404997000000001	38.1344999
-0.4766108666666665	38.0099444
-0.4766108666666665	38.0099444
-0.3354997999999999	37.9036663
-0.3354997999999999	37.9036663
-0.4114581375000003	37.8133121375
-0.4114581375000003	37.8133121375
-0.3948927428571428	37.84807117142857
-0.3948927428571428	37.84807117142857
-0.3497295125000001	37.8775831875
-0.3497295125000001	37.8775831875
-0.2837776	37.87333293333333
-0.2837776	37.87333293333333
-0.3088332200000002	37.80539978
-0.3088332200000002	37.80539978
-0.3399508699999999	37.68144913
-0.3399508699999999	37.68144913
-0.2452132388888887	37.7068981
-0.2452132388888887	37.7068981
-0.2367332000000001	37.73029966
-0.2367332000000001	37.73029966
-0.1687504142857142	37.72938052142857
-0.1687504142857142	37.72938052142857
-0.1449760999999999	37.73171394285714
-0.1449760999999999	37.73171394285714
-0.1235554666666666	37.73861076666667
-0.1235554666666666	37.73861076666667
0.145	37.7333333
0.145	37.7333333
-0.1097499000000001	37.84466625
-0.1097499000000001	37.84466625
-0.133738	37.86961864285714
-0.133738	37.86961864285714
-0.1528748999999999	37.874916275
-0.1528748999999999	37.874916275
-0.1854999000000001	37.8941663
-0.1854999000000001	37.8941663
-0.27674985	37.9374996
-0.27674985	37.9374996
-0.3260662300000002	38.02709896
-0.3260662300000002	38.02709896
-0.3145756181818183	38.03746964545454
-0.3145756181818183	38.03746964545454
-0.2249582	38.075541575
-0.2249582	38.075541575
-0.2359433333333333	38.09472333333333
-0.2359433333333333	38.09472333333333
-0.2117613571428573	38.10706994285714
-0.2117613571428573	38.10706994285714
-0.1961649833333333	38.08491553333333
-0.1961649833333333	38.08491553333333
-0.2409056571428571	38.21230994285715
-0.2409056571428571	38.21230994285715
-0.2431789785714283	38.45447605714286
-0.2431789785714283	38.45447605714286
-0.3833329384615386	38.28626936153846
-0.3833329384615386	38.28626936153846
-0.3134998000000001	38.2611665
-0.3134998000000001	38.2611665
-0.2403887333333333	38.19099986666667
-0.2403887333333333	38.19099986666667
-0.2375953857142857	38.27758345714286
-0.2375953857142857	38.27758345714286
-0.1426666	38.2719998
-0.1426666	38.2719998
-0.2344166000000002	38.24666825
-0.2344166000000002	38.24666825
-0.1683325600000002	38.10196658
-0.1683325600000002	38.10196658
-0.1547055769230771	38.16764094615385
-0.1547055769230771	38.16764094615385
-0.08650164999999987	38.11647165
-0.08650164999999987	38.11647165
-0.05818743749999999	38.124208225
-0.05818743749999999	38.124208225
-0.03508358333333328	38.06830551666667
-0.03508358333333328	38.06830551666667
-5.610000000000337e-05	38.07955551666667
-5.610000000000337e-05	38.07955551666667
0.04923327999999982	38.1002999
